,0
2998,True
2999,True
3000,True
3001,True
3002,True
3003,True
3004,True
3005,True
3006,True
3007,True
3008,True
3009,True
3010,True
3011,True
3012,True
3013,True
3014,True
3015,True
3016,True
3017,True
3018,True
3019,True
3020,True
3021,True
3022,True
3023,True
3024,True
3025,True
3026,True
3027,True
3028,True
3029,True
3030,True
3031,True
3032,True
3033,True
3034,True
3035,True
3036,True
3037,True
3038,True
3039,True
3040,True
3041,True
3042,True
3043,True
3044,True
3045,True
3046,True
3047,True
3048,True
3049,True
3050,True
3051,True
3052,True
3053,True
3054,True
3055,True
3056,True
3057,True
3058,True
3059,True
3060,True
3061,True
3062,True
3063,True
3064,True
3065,True
3066,True
3067,True
3068,True
3069,True
3070,True
3071,True
3072,True
3073,True
3074,True
3075,True
3076,True
3077,True
3078,True
3079,True
3080,True
3081,True
3082,True
3083,True
3084,True
3085,True
3086,True
3087,True
3088,True
3089,True
3090,True
3091,True
3092,True
3093,True
3094,True
3095,True
3096,True
3097,True
3098,True
3099,True
3100,True
3101,True
3102,True
3103,True
3104,True
3105,True
3106,True
3107,True
3108,True
3109,True
3110,True
3111,True
3112,True
3113,True
3114,True
3115,True
3116,True
3117,True
3118,True
3119,True
3120,True
3121,True
3122,True
3123,True
3124,True
3125,True
3126,True
3127,True
3128,True
3129,True
3130,True
3131,True
3132,True
3133,True
3134,True
3135,True
3136,True
3137,True
3138,True
3139,True
3140,True
3141,True
3142,True
3143,True
3144,True
3145,True
3146,True
3147,True
3148,True
3149,True
3150,True
3151,True
3152,True
3153,True
3154,True
3155,True
3156,True
3157,True
3158,True
3159,True
3160,True
3161,True
3162,True
3163,True
3164,True
3165,True
3166,True
3167,True
3168,True
3169,True
3170,True
3171,True
3172,True
3173,True
3174,True
3175,True
3176,True
3177,True
3178,True
3179,True
3180,True
3181,True
3182,True
3183,True
3184,True
3185,True
3186,True
3187,True
3188,True
3189,True
3190,True
3191,True
3192,True
3193,True
3194,True
3195,True
3196,True
3197,True
3198,True
3199,True
3200,True
3201,True
3202,True
3203,True
3204,True
3205,True
3206,True
3207,True
3208,True
3209,True
3210,True
3211,True
3212,True
3213,True
3214,True
3215,True
3216,True
3217,True
3218,True
3219,True
3220,True
3221,True
3222,True
3223,True
3224,True
3225,True
3226,True
3227,True
3228,True
3229,True
3230,True
3231,True
3232,True
3233,True
3234,True
3235,True
3236,True
3237,True
3238,True
3239,True
3240,True
3241,True
3242,True
3243,True
3244,True
3245,True
3246,True
3247,True
3248,True
3249,True
3250,True
3251,True
3252,True
3253,True
3254,True
3255,True
3256,True
3257,True
3258,True
3259,True
3260,True
3261,True
3262,True
3263,True
3264,True
3265,True
3266,True
3267,True
3268,True
3269,True
3270,True
3271,True
3272,True
3273,True
3274,True
3275,True
3276,True
3277,True
3278,True
3279,True
3280,True
3281,True
3282,True
3283,True
3284,True
3285,True
3286,True
3287,True
3288,True
3289,True
3290,True
3291,True
3292,True
3293,True
3294,True
3295,True
3296,True
3297,True
3298,True
3299,True
3300,True
3301,True
3302,True
3303,True
3304,True
3305,True
3306,True
3307,True
3308,True
3309,True
3310,True
3311,True
3312,True
3313,True
3314,True
3315,True
3316,True
3317,True
3318,True
3319,True
3320,True
3321,True
3322,True
3323,True
3324,True
3325,True
3326,True
3327,True
3328,True
3329,True
3330,True
3331,True
3332,True
3333,True
3334,True
3335,True
3336,True
3337,True
3338,True
3339,True
3340,True
3341,True
3342,True
3343,True
3344,True
3345,True
3346,True
3347,True
3348,True
3349,True
3350,True
3351,True
3352,True
3353,True
3354,True
3355,True
3356,True
3357,True
3358,True
3359,True
3360,True
3361,True
3362,True
3363,True
3364,True
3365,True
3366,True
3367,True
3368,True
3369,True
3370,True
3371,True
3372,True
3373,True
3374,True
3375,True
3376,True
3377,True
3378,True
3379,True
3380,True
3381,True
3382,True
3383,True
3384,True
3385,True
3386,True
3387,True
3388,True
3389,True
3390,True
3391,True
3392,True
3393,True
3394,True
3395,True
3396,True
3397,True
3398,True
3399,True
3400,True
3401,True
3402,True
3403,True
3404,True
3405,True
3406,True
3407,True
3408,True
3409,True
3410,True
3411,True
3412,True
3413,True
3414,True
3415,True
3416,True
3417,True
3418,True
3419,True
3420,True
3421,True
3422,True
3423,True
3424,True
3425,True
3426,True
3427,True
3428,True
3429,True
3430,True
3431,True
3432,True
3433,True
3434,True
3435,True
3436,True
3437,True
3438,True
3439,True
3440,True
3441,True
3442,True
3443,True
3444,True
3445,True
3446,True
3447,True
3448,True
3449,True
3450,True
3451,True
3452,True
3453,True
3454,True
3455,True
3456,True
3457,True
3458,True
3459,True
3460,True
3461,True
3462,True
3463,True
3464,True
3465,True
3466,True
3467,True
3468,True
3469,True
3470,True
3471,True
3472,True
3473,True
3474,True
3475,True
3476,True
3477,True
3478,True
3479,True
3480,True
3481,True
3482,True
3483,True
3484,True
3485,True
3486,True
3487,True
3488,True
3489,True
3490,True
3491,True
3492,True
3493,True
3494,True
3495,True
3496,True
3497,True
3498,True
3499,True
3500,True
3501,True
3502,True
3503,True
3504,True
3505,True
3506,True
3507,True
3508,True
3509,True
3510,True
3511,True
3512,True
3513,True
3514,True
3515,True
3516,True
3517,True
3518,True
3519,True
3520,True
3521,True
3522,True
3523,True
3524,True
3525,True
3526,True
3527,True
3528,True
3529,True
3530,True
3531,True
3532,True
3533,True
3534,True
3535,True
3536,True
3537,True
3538,True
3539,True
3540,True
3541,True
3542,True
3543,True
3544,True
3545,True
3546,True
3547,True
3548,True
3549,True
3550,True
3551,True
3552,True
3553,True
3554,True
3555,True
3556,True
3557,True
3558,True
3559,True
3560,True
3561,True
3562,True
3563,True
3564,True
3565,True
3566,True
3567,True
3568,True
3569,True
3570,True
3571,True
3572,True
3573,True
3574,True
3575,True
3576,True
3577,True
3578,True
3579,True
3580,True
3581,True
3582,True
3583,True
3584,True
3585,True
3586,True
3587,True
3588,True
3589,True
3590,True
3591,True
3592,True
3593,True
3594,True
3595,True
3596,True
3597,True
3598,True
3599,True
3600,True
3601,True
3602,True
3603,True
3604,True
3605,True
3606,True
3607,True
3608,True
3609,True
3610,True
3611,True
3612,True
3613,True
3614,True
3615,True
3616,True
3617,True
3618,True
3619,True
3620,True
3621,True
3622,True
3623,True
3624,True
3625,True
3626,True
3627,True
3628,True
3629,True
3630,True
3631,True
3632,True
3633,True
3634,True
3635,True
3636,True
3637,True
3638,True
3639,True
3640,True
3641,True
3642,True
3643,True
3644,True
3645,True
3646,True
3647,True
3648,True
3649,True
3650,True
3651,True
3652,True
3653,True
3654,True
3655,True
3656,True
3657,True
3658,True
3659,True
3660,True
3661,True
3662,True
3663,True
3664,True
3665,True
3666,True
3667,True
3668,True
3669,True
3670,True
3671,True
3672,True
3673,True
3674,True
3675,True
3676,True
3677,True
3678,True
3679,True
3680,True
3681,True
3682,True
3683,True
3684,True
3685,True
3686,True
3687,True
3688,True
3689,True
3690,True
3691,True
3692,True
3693,True
3694,True
3695,True
3696,True
3697,True
3698,True
3699,True
3700,True
3701,True
3702,True
3703,True
3704,True
3705,True
3706,True
3707,True
3708,True
3709,True
3710,True
3711,True
3712,True
3713,True
3714,True
3715,True
3716,True
3717,True
3718,True
3719,True
3720,True
3721,True
3722,True
3723,True
3724,True
3725,True
3726,True
3727,True
3728,True
3729,True
3730,True
3731,True
3732,True
3733,True
3734,True
3735,True
3736,True
3737,True
3738,True
3739,True
3740,True
3741,True
3742,True
3743,True
3744,True
3745,True
3746,True
3747,True
3748,True
3749,True
3750,True
3751,True
3752,True
3753,True
3754,True
3755,True
3756,True
3757,True
3758,True
3759,True
3760,True
3761,True
3762,False
3763,False
3764,True
3765,False
3766,False
3767,False
3768,False
3769,False
3770,False
3771,False
3772,False
3773,False
3774,False
3775,False
3776,False
3777,False
3778,False
3779,True
3780,False
3781,False
3782,False
3783,False
3784,False
3785,False
3786,False
3787,False
3788,False
3789,False
3790,False
3791,False
3792,False
3793,False
3794,True
3795,False
3796,False
3797,False
3798,False
3799,False
3800,False
3801,False
3802,False
3803,False
3804,False
3805,True
3806,False
3807,True
3808,True
3809,False
3810,False
3811,False
3812,True
3813,False
3814,False
3815,False
3816,False
3817,False
3818,False
3819,False
3820,False
3821,False
3822,False
3823,False
3824,False
3825,False
3826,True
3827,False
3828,False
3829,False
3830,False
3831,False
3832,False
3833,False
3834,False
3835,False
3836,False
3837,False
3838,False
3839,False
3840,False
3841,False
3842,False
3843,True
3844,False
3845,False
3846,False
3847,False
3848,False
3849,False
3850,True
3851,True
3852,False
3853,False
3854,False
3855,False
3856,False
3857,False
3858,False
3859,False
3860,False
3861,False
3862,False
3863,False
3864,False
3865,False
3866,False
3867,False
3868,False
3869,False
3870,False
3871,False
3872,False
3873,False
3874,False
3875,False
3876,False
3877,False
3878,False
3879,False
3880,False
3881,False
3882,False
3883,False
3884,False
3885,True
3886,False
3887,False
3888,False
3889,False
3890,False
3891,False
3892,False
3893,False
3894,False
3895,False
3896,False
3897,False
3898,False
3899,False
3900,False
3901,False
3902,False
3903,False
3904,False
3905,False
3906,False
3907,False
3908,False
3909,False
3910,False
3911,False
3912,False
3913,False
3914,False
3915,False
3916,False
3917,False
3918,False
3919,False
3920,False
3921,True
3922,False
3923,False
3924,False
3925,False
3926,False
3927,False
3928,True
3929,False
3930,True
3931,False
3932,False
3933,False
3934,False
3935,False
3936,False
3937,False
3938,False
3939,False
3940,True
3941,False
3942,False
3943,False
3944,False
3945,False
3946,False
3947,False
3948,True
3949,False
3950,False
3951,False
3952,False
3953,False
3954,False
3955,False
3956,False
3957,False
3958,False
3959,False
3960,False
3961,False
3962,False
3963,True
3964,False
3965,False
3966,False
3967,False
3968,False
3969,False
3970,False
3971,False
3972,False
3973,False
3974,False
3975,False
3976,False
3977,False
3978,False
3979,False
3980,False
3981,False
3982,False
3983,False
3984,False
3985,False
3986,False
3987,False
3988,False
3989,False
3990,False
3991,False
3992,False
3993,False
3994,False
3995,False
3996,False
3997,False
3998,False
3999,False
4000,False
4001,False
4002,False
4003,False
4004,False
4005,False
4006,False
4007,False
4008,False
4009,False
4010,False
4011,False
4012,False
4013,False
4014,False
4015,False
4016,False
4017,False
4018,False
4019,False
4020,False
4021,False
4022,False
4023,False
4024,False
4025,False
4026,False
4027,False
4028,False
4029,False
4030,False
4031,False
4032,False
4033,False
4034,False
4035,False
4036,False
4037,False
4038,True
4039,False
4040,False
4041,False
4042,False
4043,False
4044,False
4045,False
4046,False
4047,False
4048,False
4049,False
4050,False
4051,False
4052,False
4053,False
4054,False
4055,False
4056,False
4057,False
4058,False
4059,False
4060,False
4061,False
4062,False
4063,False
4064,False
4065,True
4066,False
4067,False
4068,False
4069,False
4070,True
4071,False
4072,False
4073,False
4074,False
4075,False
4076,False
4077,False
4078,False
4079,False
4080,False
4081,False
4082,False
4083,False
4084,False
4085,False
4086,False
4087,False
4088,False
4089,False
4090,False
4091,False
4092,False
4093,False
4094,False
4095,False
4096,False
4097,False
4098,False
4099,False
4100,False
4101,False
4102,False
4103,False
4104,False
4105,False
4106,False
4107,False
4108,False
4109,False
4110,False
4111,False
4112,False
4113,False
4114,False
4115,False
4116,False
4117,False
4118,False
4119,False
4120,False
4121,False
4122,False
4123,False
4124,False
4125,False
4126,False
4127,False
4128,False
4129,False
4130,False
4131,False
4132,False
4133,False
4134,False
4135,False
4136,False
4137,False
4138,False
4139,False
4140,False
4141,False
4142,True
4143,False
4144,False
4145,False
4146,False
4147,False
4148,False
4149,False
4150,False
4151,False
4152,False
4153,False
4154,False
4155,False
4156,False
4157,False
4158,False
4159,False
4160,False
4161,False
4162,False
4163,False
4164,False
4165,False
4166,False
4167,False
4168,False
4169,False
4170,False
4171,False
4172,False
4173,False
4174,False
4175,False
4176,False
4177,False
4178,False
4179,False
4180,False
4181,False
4182,False
4183,False
4184,False
4185,False
4186,False
4187,False
4188,False
4189,False
4190,False
4191,False
4192,False
4193,False
4194,False
4195,False
4196,False
4197,False
4198,False
4199,False
4200,True
4201,False
4202,False
4203,False
4204,False
4205,False
4206,False
4207,False
4208,False
4209,False
4210,False
4211,False
4212,False
4213,False
4214,False
4215,False
4216,False
4217,False
4218,False
4219,False
4220,False
4221,False
4222,False
4223,False
4224,False
4225,False
4226,False
4227,False
4228,False
4229,False
4230,False
4231,False
4232,False
4233,False
4234,False
4235,False
4236,False
4237,False
4238,False
4239,False
4240,False
4241,False
4242,False
4243,False
4244,False
4245,False
4246,False
4247,False
4248,False
4249,False
4250,False
4251,False
4252,False
4253,False
4254,False
4255,False
4256,False
4257,False
4258,False
4259,False
4260,False
4261,False
4262,False
4263,False
4264,False
4265,False
4266,False
4267,False
4268,False
4269,False
4270,False
4271,False
4272,False
4273,False
4274,False
4275,False
4276,False
4277,False
4278,False
4279,False
4280,False
4281,False
4282,False
4283,False
4284,False
4285,False
4286,False
4287,False
4288,False
4289,False
4290,False
4291,False
4292,False
4293,False
4294,False
4295,False
4296,False
4297,False
4298,False
4299,False
4300,False
4301,False
4302,False
4303,False
4304,False
4305,True
4306,False
4307,False
4308,False
4309,False
4310,False
4311,False
4312,False
4313,False
4314,False
4315,False
4316,False
4317,False
4318,False
4319,False
4320,False
4321,False
4322,False
4323,False
4324,False
4325,False
4326,False
4327,False
4328,False
4329,False
4330,False
4331,False
4332,False
4333,False
4334,False
4335,False
4336,False
4337,False
4338,False
4339,False
4340,False
4341,False
4342,False
4343,False
4344,False
4345,False
4346,False
4347,False
4348,False
4349,False
4350,False
4351,False
4352,False
4353,False
4354,False
4355,False
4356,False
4357,False
4358,False
4359,False
4360,False
4361,False
4362,False
4363,False
4364,False
4365,False
4366,False
4367,False
4368,False
4369,False
4370,False
4371,False
4372,False
4373,False
4374,False
4375,False
4376,False
4377,False
4378,False
4379,False
4380,False
4381,False
4382,False
4383,False
4384,False
4385,False
4386,False
4387,False
4388,False
4389,False
4390,False
4391,False
4392,False
4393,False
4394,False
4395,False
4396,False
4397,False
4398,False
4399,False
4400,False
4401,False
4402,False
4403,False
4404,False
4405,False
4406,False
4407,False
4408,False
4409,False
4410,False
4411,False
4412,False
4413,False
4414,False
4415,False
4416,False
4417,False
4418,False
4419,False
4420,False
4421,False
4422,False
4423,False
4424,False
4425,False
4426,False
4427,False
4428,False
4429,False
4430,False
4431,False
4432,False
4433,False
4434,False
4435,False
4436,False
4437,False
4438,False
4439,True
4440,False
4441,False
4442,False
4443,False
4444,False
4445,False
4446,False
4447,False
4448,False
4449,False
4450,False
4451,False
4452,False
4453,False
4454,False
4455,False
4456,False
4457,False
4458,False
4459,False
4460,False
4461,False
4462,False
4463,False
4464,False
4465,False
4466,False
4467,False
4468,False
4469,False
4470,False
4471,False
4472,False
4473,False
4474,False
4475,False
4476,False
4477,False
4478,False
4479,False
4480,False
4481,False
4482,False
4483,False
4484,False
4485,False
4486,False
4487,False
4488,False
4489,False
4490,False
4491,False
4492,False
4493,False
4494,False
4495,False
4496,False
4497,False
4498,False
4499,False
4500,False
4501,False
4502,False
4503,False
4504,False
4505,False
4506,False
4507,False
4508,False
4509,False
4510,False
4511,False
4512,False
4513,False
4514,False
4515,False
4516,False
4517,False
4518,False
4519,False
4520,False
4521,False
4522,False
4523,False
4524,False
4525,False
4526,False
4527,False
4528,False
4529,False
4530,False
4531,False
4532,False
4533,False
4534,False
4535,False
4536,False
4537,True
4538,False
4539,False
4540,False
4541,False
4542,False
4543,False
4544,False
4545,False
4546,False
4547,False
4548,False
4549,False
4550,False
4551,False
4552,True
4553,False
4554,False
4555,False
4556,False
4557,False
4558,False
4559,True
4560,False
4561,True
4562,False
4563,False
4564,False
4565,False
4566,False
4567,False
4568,False
4569,False
4570,False
4571,False
4572,False
4573,False
4574,False
4575,False
4576,False
4577,False
4578,False
4579,False
4580,False
4581,False
4582,False
4583,False
4584,False
4585,False
4586,False
4587,False
4588,False
4589,False
4590,False
4591,False
4592,False
4593,False
4594,False
4595,True
4596,False
4597,False
4598,False
4599,False
4600,False
4601,False
4602,False
4603,False
4604,False
4605,False
4606,False
4607,False
4608,False
4609,False
4610,False
4611,False
4612,False
4613,False
4614,False
4615,False
4616,False
4617,False
4618,False
4619,False
4620,False
4621,False
4622,False
4623,False
4624,False
4625,False
4626,False
4627,True
4628,False
4629,False
4630,False
4631,False
4632,False
4633,False
4634,False
4635,False
4636,False
4637,False
4638,False
4639,False
4640,False
4641,False
4642,False
4643,False
4644,False
4645,False
4646,False
4647,False
4648,False
4649,False
4650,False
4651,False
4652,False
4653,False
4654,False
4655,False
4656,False
4657,False
4658,False
4659,False
4660,False
4661,False
4662,False
4663,False
4664,False
4665,False
4666,False
4667,False
4668,False
4669,False
4670,False
4671,False
4672,False
4673,False
4674,False
4675,False
4676,False
4677,False
4678,False
4679,False
4680,False
4681,False
4682,False
4683,False
4684,False
4685,False
4686,False
4687,True
4688,True
4689,False
4690,False
4691,True
4692,True
4693,False
4694,False
4695,False
4696,False
4697,False
4698,False
4699,False
4700,False
4701,False
4702,False
4703,False
4704,False
4705,False
4706,False
4707,False
4708,False
4709,False
4710,False
4711,False
4712,False
4713,False
4714,False
4715,False
4716,False
4717,False
4718,False
4719,False
4720,False
4721,False
4722,False
4723,False
4724,False
4725,False
4726,False
4727,False
4728,False
4729,False
4730,False
4731,False
4732,False
4733,False
4734,False
4735,False
4736,False
4737,False
4738,False
4739,False
4740,False
4741,False
4742,False
4743,False
4744,False
4745,False
4746,False
4747,False
4748,False
4749,False
4750,False
4751,False
4752,False
4753,False
4754,False
4755,False
4756,False
4757,False
4758,False
4759,False
4760,False
4761,False
4762,False
4763,False
4764,True
4765,False
4766,False
4767,False
4768,False
4769,False
4770,False
4771,False
4772,False
4773,False
4774,False
4775,False
4776,False
4777,False
4778,False
4779,False
4780,True
4781,False
4782,False
4783,False
4784,False
4785,False
4786,False
4787,False
4788,False
4789,False
4790,False
4791,False
4792,False
4793,False
4794,False
4795,False
4796,False
4797,False
4798,False
4799,False
4800,False
4801,False
4802,False
4803,False
4804,False
4805,False
4806,False
4807,True
4808,False
4809,True
4810,False
4811,False
4812,False
4813,False
4814,False
4815,False
4816,False
4817,False
4818,True
4819,False
4820,False
4821,True
4822,False
4823,False
4824,False
4825,False
4826,True
4827,True
4828,False
4829,False
4830,False
4831,False
4832,False
4833,False
4834,True
4835,False
4836,False
4837,False
4838,False
4839,False
4840,False
4841,False
4842,False
4843,False
4844,False
4845,False
4846,False
4847,False
4848,False
4849,False
4850,True
4851,True
4852,True
4853,False
4854,False
4855,False
4856,False
4857,False
4858,False
4859,True
4860,False
4861,False
4862,False
4863,False
4864,False
4865,False
4866,False
4867,False
4868,False
4869,False
4870,False
4871,False
4872,False
4873,False
4874,False
4875,True
4876,True
4877,False
4878,True
4879,False
4880,False
4881,False
4882,False
4883,False
4884,False
4885,True
4886,False
4887,False
4888,False
4889,False
4890,False
4891,False
4892,False
4893,False
4894,False
4895,False
4896,False
4897,False
4898,False
4899,False
4900,False
4901,True
4902,True
4903,False
4904,False
4905,False
4906,False
4907,False
4908,False
4909,True
4910,False
4911,False
4912,False
4913,False
4914,True
4915,False
4916,False
4917,False
4918,False
4919,False
4920,False
4921,False
4922,False
4923,False
4924,False
4925,False
4926,False
4927,True
4928,False
4929,True
4930,False
4931,False
4932,False
4933,False
4934,True
4935,False
4936,False
4937,True
4938,False
4939,False
4940,False
4941,False
4942,False
4943,False
4944,False
4945,False
4946,False
4947,False
4948,False
4949,False
4950,False
4951,True
4952,False
4953,False
4954,False
4955,False
4956,False
4957,False
4958,False
4959,False
4960,False
4961,True
4962,False
4963,True
4964,False
4965,False
4966,False
4967,False
4968,False
4969,False
4970,False
4971,True
4972,False
4973,False
4974,True
4975,False
4976,False
4977,False
4978,False
4979,False
4980,False
4981,False
4982,False
4983,False
4984,False
4985,False
4986,False
4987,False
4988,False
4989,False
4990,False
4991,False
4992,False
4993,False
4994,True
4995,False
4996,False
4997,False
4998,False
4999,False
5000,False
5001,True
5002,False
5003,False
5004,False
5005,False
5006,False
5007,False
5008,False
5009,False
5010,False
5011,False
5012,False
5013,True
5014,True
5015,False
5016,False
5017,False
5018,False
5019,True
5020,False
5021,False
5022,False
5023,False
5024,False
5025,False
5026,False
5027,False
5028,False
5029,False
5030,False
5031,False
5032,False
5033,False
5034,False
5035,False
5036,True
5037,False
5038,False
5039,False
5040,False
5041,False
5042,False
5043,False
5044,True
5045,False
5046,False
5047,True
5048,False
5049,False
5050,False
5051,False
5052,False
5053,False
5054,False
5055,False
5056,False
5057,False
5058,True
5059,False
5060,False
5061,False
5062,False
5063,True
5064,False
5065,False
5066,False
5067,False
5068,False
5069,False
5070,False
5071,False
5072,True
5073,False
5074,False
5075,False
5076,False
5077,False
5078,False
5079,False
5080,True
5081,False
5082,False
5083,True
5084,False
5085,True
5086,True
5087,False
5088,False
5089,False
5090,False
5091,False
5092,False
5093,True
5094,True
5095,False
5096,False
5097,False
5098,False
5099,False
5100,False
5101,False
5102,False
5103,False
5104,False
5105,True
5106,True
5107,False
5108,False
5109,False
5110,False
5111,False
5112,False
5113,False
5114,False
5115,False
5116,False
5117,False
5118,False
5119,False
5120,False
5121,False
5122,True
5123,False
5124,False
5125,False
5126,False
5127,False
5128,False
5129,False
5130,False
5131,False
5132,True
5133,False
5134,False
5135,False
5136,False
5137,False
5138,False
5139,False
5140,False
5141,False
5142,False
5143,False
5144,False
5145,False
5146,False
5147,False
5148,False
5149,False
5150,False
5151,False
5152,False
5153,False
5154,False
5155,False
5156,False
5157,False
5158,False
5159,False
5160,False
5161,True
5162,False
5163,True
5164,False
5165,False
5166,False
5167,False
5168,False
5169,False
5170,False
5171,False
5172,False
5173,False
5174,False
5175,False
5176,True
5177,False
5178,False
5179,False
5180,False
5181,False
5182,False
5183,False
5184,True
5185,False
5186,False
5187,True
5188,False
5189,False
5190,False
5191,True
5192,True
5193,True
5194,False
5195,True
5196,True
5197,False
5198,False
5199,False
5200,False
5201,False
5202,False
5203,False
5204,False
5205,False
5206,False
5207,False
5208,False
5209,False
5210,False
5211,False
5212,False
5213,True
5214,False
5215,False
5216,True
5217,True
5218,False
5219,False
5220,False
5221,False
5222,False
5223,False
5224,False
5225,False
5226,True
5227,False
5228,False
5229,False
5230,True
5231,False
5232,False
5233,False
5234,False
5235,False
5236,False
5237,False
5238,False
5239,False
5240,False
5241,False
5242,False
5243,True
5244,True
5245,False
5246,False
5247,False
5248,True
5249,True
5250,False
5251,False
5252,False
5253,False
5254,False
5255,False
5256,False
5257,False
5258,False
5259,False
5260,False
5261,False
5262,False
5263,False
5264,False
5265,False
5266,False
5267,True
5268,False
5269,False
5270,False
5271,False
5272,False
5273,False
5274,False
5275,False
5276,False
5277,False
5278,False
5279,False
5280,False
5281,True
5282,False
5283,False
5284,False
5285,False
5286,False
5287,True
5288,True
5289,True
5290,False
5291,True
5292,False
5293,False
5294,False
5295,False
5296,False
5297,False
5298,False
5299,False
5300,False
5301,False
5302,False
5303,False
5304,True
5305,False
5306,False
5307,False
5308,False
5309,True
5310,False
5311,False
5312,False
5313,False
5314,False
5315,True
5316,True
5317,True
5318,True
5319,False
5320,False
5321,False
5322,False
5323,False
5324,False
5325,False
5326,False
5327,True
5328,False
5329,False
5330,False
5331,False
5332,True
5333,False
5334,False
5335,True
5336,False
5337,False
5338,False
5339,False
5340,True
5341,False
5342,False
5343,True
5344,True
5345,False
5346,False
5347,False
5348,False
5349,False
5350,False
5351,True
5352,False
5353,False
5354,True
5355,False
5356,False
5357,True
5358,False
5359,False
5360,False
5361,False
5362,False
5363,False
5364,True
5365,False
5366,True
5367,False
5368,False
5369,False
5370,False
5371,False
5372,True
5373,False
5374,True
5375,False
5376,False
5377,False
5378,False
5379,False
5380,False
5381,False
5382,True
5383,False
5384,False
5385,False
5386,True
5387,False
5388,False
5389,False
5390,False
5391,True
5392,False
5393,False
5394,False
5395,False
5396,False
5397,False
5398,False
5399,True
5400,True
5401,False
5402,False
5403,False
5404,True
5405,False
5406,False
5407,False
5408,True
5409,False
5410,False
5411,False
5412,False
5413,False
5414,False
5415,False
5416,False
5417,False
5418,False
5419,False
5420,False
5421,True
5422,False
5423,True
5424,False
5425,True
5426,False
5427,False
5428,False
5429,False
5430,True
5431,False
5432,False
5433,False
5434,False
5435,True
5436,False
5437,True
5438,False
5439,True
5440,False
5441,False
5442,False
5443,False
5444,False
5445,False
5446,True
5447,False
5448,False
5449,False
5450,False
5451,False
5452,False
5453,True
5454,False
5455,False
5456,False
5457,False
5458,True
5459,True
5460,False
5461,False
5462,True
5463,False
5464,False
5465,False
5466,False
5467,False
5468,False
5469,True
5470,True
5471,False
5472,True
5473,False
5474,False
5475,False
5476,False
5477,False
5478,True
5479,False
5480,False
5481,False
5482,False
5483,False
5484,True
5485,True
5486,False
5487,False
5488,False
5489,False
5490,False
5491,False
5492,False
5493,True
5494,False
5495,False
5496,True
5497,False
5498,False
5499,False
5500,False
5501,False
5502,True
5503,False
5504,False
5505,False
5506,False
5507,False
5508,False
5509,False
5510,False
5511,False
5512,True
5513,True
5514,False
5515,False
5516,False
5517,True
5518,False
5519,False
5520,False
5521,False
5522,False
5523,False
5524,True
5525,False
5526,False
5527,False
5528,False
5529,True
5530,True
5531,False
5532,True
5533,False
5534,True
5535,True
5536,False
5537,True
5538,False
5539,True
5540,False
5541,False
5542,False
5543,False
5544,True
5545,False
5546,False
5547,False
5548,False
5549,True
5550,False
5551,False
5552,False
5553,False
5554,True
5555,False
5556,True
5557,True
5558,False
5559,True
5560,False
5561,False
5562,True
5563,True
5564,False
5565,False
5566,True
5567,False
5568,True
5569,False
5570,False
5571,False
5572,False
5573,True
5574,False
5575,False
5576,False
5577,False
5578,True
5579,False
5580,True
5581,False
5582,False
5583,False
5584,False
5585,True
5586,False
5587,False
5588,False
5589,True
5590,False
5591,False
5592,True
5593,False
5594,False
5595,False
5596,True
5597,False
5598,False
5599,False
5600,True
5601,True
5602,False
5603,False
5604,False
5605,False
5606,True
5607,True
5608,False
5609,False
5610,False
5611,False
5612,False
5613,False
5614,False
5615,False
5616,False
5617,False
5618,False
5619,True
5620,False
5621,False
5622,False
5623,False
5624,False
5625,True
5626,False
5627,False
5628,True
5629,True
5630,False
5631,False
5632,False
5633,False
5634,False
5635,False
5636,True
5637,False
5638,False
5639,False
5640,False
5641,False
5642,False
5643,False
5644,False
5645,True
5646,False
5647,False
5648,True
5649,False
5650,False
5651,False
5652,True
5653,False
5654,False
5655,True
5656,False
5657,False
5658,False
5659,False
5660,False
5661,False
5662,True
5663,False
5664,True
5665,False
5666,False
5667,True
5668,False
5669,False
5670,False
5671,False
5672,False
5673,True
5674,False
5675,True
5676,False
5677,False
5678,False
5679,False
5680,False
5681,True
5682,False
5683,False
5684,False
5685,True
